Group,Item,Value,Resource_1,Resource_2,Resource_3,Resource_4,Resource_5,Resource_6,Resource_7,Resource_8,Resource_9,Resource_10
Group_29,Item_29,193,19,48,30,43,7,38,19,33,38,11
Group_29,Item_30,158,39,6,11,15,10,48,12,40,14,9
Group_30,Item_1,177,36,34,25,11,32,45,39,38,26,6
Group_30,Item_2,143,32,43,41,11,31,14,21,43,32,12
Group_30,Item_3,50,22,26,11,21,49,47,25,29,48,9
Group_30,Item_4,34,40,39,13,34,33,41,17,22,45,25
Group_30,Item_5,16,41,5,29,26,18,41,21,18,21,38
Group_30,Item_6,58,24,29,25,39,5,10,13,37,23,26
Group_30,Item_7,191,25,17,13,32,18,41,47,24,16,7
Group_30,Item_8,152,21,8,33,41,32,11,49,12,26,28
Group_30,Item_9,30,33,18,35,36,36,46,31,34,21,8
Group_30,Item_10,147,34,41,44,8,12,32,47,37,48,39
Group_30,Item_11,121,39,19,31,46,13,15,7,14,26,42
Group_30,Item_12,94,41,39,23,19,45,41,44,6,14,49
Group_30,Item_13,56,32,25,10,27,47,38,27,44,36,48
Group_30,Item_14,135,27,14,31,5,48,9,41,25,16,41
Group_30,Item_15,82,26,25,8,22,15,19,40,28,26,48
Group_30,Item_16,86,17,29,48,28,46,6,43,49,39,47
Group_30,Item_17,24,19,20,23,40,41,26,23,42,23,23
Group_30,Item_18,55,40,39,15,7,42,24,44,22,6,47
Group_30,Item_19,85,7,46,31,47,46,35,36,46,19,7
Group_30,Item_20,98,32,13,46,39,48,20,45,30,45,8
Group_30,Item_21,36,9,48,41,8,38,29,44,20,40,20
Group_30,Item_22,64,49,29,17,47,30,14,48,39,16,16
Group_30,Item_23,29,5,30,27,41,36,35,20,6,24,27
Group_30,Item_24,67,23,14,44,38,8,31,44,12,16,21
Group_30,Item_25,89,44,22,32,26,8,41,8,5,23,6
Group_30,Item_26,124,18,38,5,37,18,28,37,13,17,33
Group_30,Item_27,175,35,5,14,6,16,19,29,35,19,31
Group_30,Item_28,138,26,31,15,21,46,21,34,23,7,27
Group_30,Item_29,56,21,39,16,39,41,8,15,27,10,34
Group_30,Item_30,41,45,32,47,29,15,48,33,45,39,47
Group_31,Item_1,185,47,26,46,25,37,9,23,47,8,15
Group_31,Item_2,115,11,10,34,7,27,12,45,32,47,12
Group_31,Item_3,52,27,13,18,8,19,27,35,12,45,20
Group_31,Item_4,169,21,27,31,21,28,8,17,6,39,20
Group_31,Item_5,84,47,32,28,9,17,12,22,39,32,16
Group_31,Item_6,87,19,15,31,33,37,41,45,16,41,9
Group_31,Item_7,129,28,30,12,29,37,20,35,28,23,49
Group_31,Item_8,74,11,33,18,12,11,45,32,48,45,45
Group_31,Item_9,167,12,8,27,33,36,41,29,41,42,17
Group_31,Item_10,106,26,44,21,19,35,21,48,39,29,48
Group_31,Item_11,177,42,30,47,33,26,47,41,45,7,15
Group_31,Item_12,107,27,46,19,12,18,39,22,19,43,43
Group_31,Item_13,105,14,39,5,36,13,20,39,46,39,24
Group_31,Item_14,39,23,17,28,9,33,44,14,18,41,11
Group_31,Item_15,107,7,22,9,43,35,21,23,39,22,44
Group_31,Item_16,59,14,5,23,24,6,26,37,22,46,31
Group_31,Item_17,59,6,30,34,29,24,35,32,36,23,47
Group_31,Item_18,112,26,44,33,32,47,27,14,27,44,46
Group_31,Item_19,130,13,40,47,5,39,15,40,33,24,25
Group_31,Item_20,193,47,48,27,5,29,26,38,47,30,11
Group_31,Item_21,159,36,37,46,19,7,34,35,36,19,32
Group_31,Item_22,176,45,10,17,27,47,43,38,15,29,40
Group_31,Item_23,72,14,25,6,19,6,10,30,32,45,10
Group_31,Item_24,118,44,41,41,42,15,22,43,11,48,12
Group_31,Item_25,168,5,13,21,43,41,49,48,7,18,28
Group_31,Item_26,66,34,23,25,7,43,21,26,18,16,15
Group_31,Item_27,129,12,21,22,34,44,33,5,31,23,36
Group_31,Item_28,157,34,38,43,14,41,11,21,14,40,26
Group_31,Item_29,176,45,9,28,31,19,42,47,33,28,5
Group_31,Item_30,147,7,27,24,36,22,9,42,18,41,9
Group_32,Item_1,45,7,11,36,12,6,21,42,17,28,49
Group_32,Item_2,112,25,29,42,46,37,41,49,15,37,27
Group_32,Item_3,19,15,44,40,25,7,42,23,36,31,31
Group_32,Item_4,49,27,15,8,13,13,7,45,30,44,11
Group_32,Item_5,92,26,23,5,43,34,30,34,19,5,31
Group_32,Item_6,21,12,20,39,12,41,35,29,19,35,12
Group_32,Item_7,118,49,26,42,25,9,14,33,19,30,37
Group_32,Item_8,149,44,36,15,25,40,18,29,47,27,34
Group_32,Item_9,64,43,49,29,14,27,21,47,33,26,36
Group_32,Item_10,48,44,23,20,33,35,18,19,21,22,6
Group_32,Item_11,173,27,42,28,18,30,22,5,49,7,22
Group_32,Item_12,23,28,6,31,30,35,49,36,25,24,33
Group_32,Item_13,52,19,10,14,29,20,35,8,12,24,5
Group_32,Item_14,178,16,23,28,25,49,18,17,14,21,23
Group_32,Item_15,157,34,27,12,39,38,20,20,9,11,36
Group_32,Item_16,79,47,20,27,11,11,39,48,10,34,18
Group_32,Item_17,38,15,27,19,42,41,8,31,42,36,42
Group_32,Item_18,54,35,18,24,39,18,12,13,30,24,48
Group_32,Item_19,39,44,18,10,21,34,17,26,28,41,26
Group_32,Item_20,163,46,7,26,9,34,37,23,19,12,26
Group_32,Item_21,111,10,30,48,36,14,47,17,32,9,7
Group_32,Item_22,127,28,24,45,40,48,30,40,17,19,26
Group_32,Item_23,166,15,28,5,38,26,40,9,26,30,46
Group_32,Item_24,71,31,23,25,28,19,7,20,16,41,8
Group_32,Item_25,134,26,17,14,44,7,5,25,14,12,27
Group_32,Item_26,76,9,42,27,30,22,28,34,17,5,45
Group_32,Item_27,172,39,35,12,31,13,29,38,18,45,38
Group_32,Item_28,13,29,39,45,25,18,45,25,24,43,40
Group_32,Item_29,45,44,45,47,21,17,32,36,38,38,9
Group_32,Item_30,21,34,27,27,41,17,40,31,27,6,23
Group_33,Item_1,37,41,8,8,25,38,23,13,47,37,35
Group_33,Item_2,55,6,11,22,15,14,47,40,48,39,25
Group_33,Item_3,37,38,11,31,27,44,8,48,49,6,46
Group_33,Item_4,104,41,47,44,38,28,47,14,31,43,40
Group_33,Item_5,187,20,46,44,49,39,8,12,22,22,15
Group_33,Item_6,73,33,15,37,5,5,39,40,48,48,9
Group_33,Item_7,112,36,9,16,9,36,43,11,44,36,24
Group_33,Item_8,19,46,29,15,41,35,48,23,44,34,46
Group_33,Item_9,68,34,46,28,34,31,5,14,37,19,35
Group_33,Item_10,184,14,35,34,46,13,41,13,38,40,9
Group_33,Item_11,82,43,31,41,25,43,39,18,19,38,11
Group_33,Item_12,93,13,45,26,25,40,43,17,28,24,15
Group_33,Item_13,164,11,25,40,23,11,19,34,16,33,10
Group_33,Item_14,18,45,11,14,32,23,41,9,42,41,43
Group_33,Item_15,170,12,16,12,40,13,40,22,46,41,36
Group_33,Item_16,148,23,39,25,47,19,11,45,27,48,43
Group_33,Item_17,112,5,22,22,15,37,5,13,12,43,43
Group_33,Item_18,122,12,13,23,19,13,33,28,29,42,34
Group_33,Item_19,142,39,18,49,29,12,34,10,14,10,34
Group_33,Item_20,66,26,35,11,13,6,10,43,47,22,45
Group_33,Item_21,158,33,24,42,29,27,14,45,16,12,33
Group_33,Item_22,13,45,39,26,43,20,22,31,42,14,20
Group_33,Item_23,170,25,24,45,40,45,30,19,24,10,32
Group_33,Item_24,143,40,29,42,16,37,37,12,20,14,36
Group_33,Item_25,33,46,38,26,33,25,31,32,11,47,27
Group_33,Item_26,142,8,10,33,40,12,46,11,15,32,25
Group_33,Item_27,124,43,11,14,32,9,7,21,41,29,44
Group_33,Item_28,43,21,43,34,14,37,45,13,9,40,25
Group_33,Item_29,142,38,34,11,9,49,17,13,29,32,43
Group_33,Item_30,195,31,33,47,42,35,17,9,41,29,5
Group_34,Item_1,33,5,7,38,27,42,42,42,39,46,45
Group_34,Item_2,59,27,12,19,17,44,36,25,17,48,18
Group_34,Item_3,42,11,40,27,7,26,29,11,23,46,16
Group_34,Item_4,199,31,41,9,45,48,33,47,42,29,20
Group_34,Item_5,123,29,33,44,18,33,18,26,48,49,43
Group_34,Item_6,10,25,39,44,29,45,22,38,22,36,8
Group_34,Item_7,72,12,30,9,33,9,15,9,31,10,26
Group_34,Item_8,46,28,14,36,23,7,34,7,42,11,18
Group_34,Item_9,148,38,13,33,32,17,32,12,36,42,25
Group_34,Item_10,165,14,13,23,10,25,47,42,5,19,34
Group_34,Item_11,56,46,18,5,14,8,15,7,9,5,16
Group_34,Item_12,88,10,16,12,13,47,46,31,34,32,42
Group_34,Item_13,150,21,34,45,5,6,12,35,45,28,48
Group_34,Item_14,63,24,6,26,28,14,33,47,26,23,20
Group_34,Item_15,107,42,39,25,32,34,15,31,40,10,11
Group_34,Item_16,113,27,24,36,20,34,46,45,34,19,27
Group_34,Item_17,130,37,45,7,47,7,45,34,38,33,22
Group_34,Item_18,170,32,48,17,26,46,35,42,25,37,25
Group_34,Item_19,133,41,10,32,15,43,28,49,43,44,27
Group_34,Item_20,134,10,18,6,27,36,35,15,35,20,40
Group_34,Item_21,66,36,22,16,37,19,20,28,32,15,17
Group_34,Item_22,34,20,34,33,31,18,24,46,47,13,16
Group_34,Item_23,71,26,40,22,29,48,49,32,11,43,47
Group_34,Item_24,10,25,6,13,35,46,28,6,5,11,48
Group_34,Item_25,22,33,48,28,21,7,16,29,45,45,44
Group_34,Item_26,165,11,36,46,35,46,22,17,28,14,34
Group_34,Item_27,10,30,14,34,12,45,41,28,42,19,46
Group_34,Item_28,87,35,22,17,17,10,30,42,33,31,15
Group_34,Item_29,28,46,25,13,36,44,45,13,24,42,13
Group_34,Item_30,35,33,46,45,34,17,5,16,9,45,33
Group_35,Item_1,176,40,12,36,12,16,33,27,26,42,45
Group_35,Item_2,21,36,31,8,29,10,14,20,43,10,10
Group_35,Item_3,54,24,13,32,14,39,25,12,12,43,36
Group_35,Item_4,106,31,11,39,17,23,27,10,32,34,28
Group_35,Item_5,190,39,35,20,5,41,47,15,20,27,17
Group_35,Item_6,95,14,22,20,16,33,27,28,24,8,34
Group_35,Item_7,86,33,13,36,19,5,10,9,43,43,19
Group_35,Item_8,87,29,26,39,23,35,25,32,6,22,25
Group_35,Item_9,159,12,18,48,38,19,28,19,8,37,7
Group_35,Item_10,186,6,11,28,43,32,20,37,27,23,11
Group_35,Item_11,39,39,40,18,13,44,39,22,29,36,49
Group_35,Item_12,196,46,18,24,41,14,36,36,34,17,27
Group_35,Item_13,44,13,19,47,19,32,12,23,24,22,20
Group_35,Item_14,128,19,40,26,44,47,16,14,30,24,37
Group_35,Item_15,64,27,43,34,25,35,31,36,46,42,16
Group_35,Item_16,198,12,41,36,20,28,37,25,11,47,23
Group_35,Item_17,107,26,8,48,38,30,16,48,5,12,34
Group_35,Item_18,18,22,31,8,18,49,44,43,21,15,27
Group_35,Item_19,77,36,36,37,23,30,6,10,44,10,40
Group_35,Item_20,50,20,48,38,19,11,44,14,45,39,24
Group_35,Item_21,193,9,25,24,12,20,11,42,22,45,34
Group_35,Item_22,192,22,15,27,42,27,9,26,47,16,23
Group_35,Item_23,149,40,42,13,36,48,40,47,13,45,10
Group_35,Item_24,198,14,24,49,24,48,42,13,34,27,31
Group_35,Item_25,95,18,27,17,11,49,41,13,7,42,48
Group_35,Item_26,38,23,14,31,41,5,21,6,27,36,30
Group_35,Item_27,96,19,49,36,17,10,31,8,35,13,20
Group_35,Item_28,53,29,8,48,15,48,16,43,41,38,47
Group_35,Item_29,172,14,6,24,47,24,22,19,17,37,23
Group_35,Item_30,95,39,29,5,37,26,24,31,38,48,36
Group_36,Item_1,94,10,17,41,41,12,14,48,15,26,16
Group_36,Item_2,44,12,20,37,11,46,24,5,15,21,46
Group_36,Item_3,12,5,34,32,40,15,25,9,41,29,7
Group_36,Item_4,189,43,36,23,39,28,21,43,30,15,36
Group_36,Item_5,149,18,40,44,45,23,15,38,7,42,38
Group_36,Item_6,159,9,15,14,37,44,32,18,45,12,19
Group_36,Item_7,85,19,9,9,37,44,9,39,29,11,36
Group_36,Item_8,67,21,31,33,49,48,43,19,10,29,39
Group_36,Item_9,182,45,17,11,30,12,32,18,32,35,34
Group_36,Item_10,46,37,37,45,9,17,18,41,24,13,10
Group_36,Item_11,186,28,49,35,7,15,16,45,17,26,27
Group_36,Item_12,137,16,32,35,6,34,46,25,38,39,15
Group_36,Item_13,99,21,12,43,45,47,30,25,26,7,33
Group_36,Item_14,14,36,35,37,49,48,30,8,24,41,30
Group_36,Item_15,133,44,20,33,31,36,29,41,22,8,38
Group_36,Item_16,71,12,41,27,18,9,45,41,37,39,13
Group_36,Item_17,185,12,8,29,34,23,38,34,23,23,15
Group_36,Item_18,197,39,23,29,33,37,48,5,12,36,45
Group_36,Item_19,80,6,13,34,38,43,15,37,19,32,16
Group_36,Item_20,42,26,10,27,5,35,24,31,14,30,39
Group_36,Item_21,113,16,48,21,29,27,5,44,39,10,27
Group_36,Item_22,191,13,36,30,44,22,14,34,44,41,22
Group_36,Item_23,104,37,24,12,6,43,36,16,19,36,40
Group_36,Item_24,151,46,25,34,16,47,46,20,25,15,9
Group_36,Item_25,155,32,21,34,47,19,25,27,14,37,12
Group_36,Item_26,122,43,35,41,44,37,31,40,35,46,27
Group_36,Item_27,145,22,48,29,27,9,16,38,29,19,24
Group_36,Item_28,190,16,28,14,15,42,28,21,9,49,10
Group_36,Item_29,84,26,36,16,27,36,5,39,21,10,30
Group_36,Item_30,180,38,16,28,26,10,5,13,37,23,6
Group_37,Item_1,164,16,47,8,46,36,19,5,32,23,40
Group_37,Item_2,173,9,13,15,47,27,46,48,49,47,20
Group_37,Item_3,98,13,33,18,12,27,48,44,9,11,44
Group_37,Item_4,25,32,19,7,38,35,45,5,24,7,46
Group_37,Item_5,28,11,26,19,24,22,49,28,41,24,34
Group_37,Item_6,163,38,48,48,16,31,36,18,31,11,40
Group_37,Item_7,102,37,34,26,22,18,39,15,30,24,44
Group_37,Item_8,105,19,7,34,48,5,21,43,9,28,48
Group_37,Item_9,109,45,47,11,39,27,39,23,9,16,13
Group_37,Item_10,57,35,30,10,34,45,17,24,45,42,25
Group_37,Item_11,59,23,36,9,15,40,11,5,17,39,46
Group_37,Item_12,40,14,12,47,37,28,34,35,8,6,8
Group_37,Item_13,174,48,20,7,14,17,39,24,6,32,26
Group_37,Item_14,98,14,26,18,26,7,19,20,14,44,13
Group_37,Item_15,141,28,8,46,23,35,27,22,19,14,48
Group_37,Item_16,141,40,37,26,10,45,29,10,18,15,14
Group_37,Item_17,17,11,22,25,16,41,30,18,30,40,33
Group_37,Item_18,65,20,33,19,33,31,28,18,31,6,16
Group_37,Item_19,18,42,38,15,30,21,46,12,5,15,13
Group_37,Item_20,185,21,16,25,17,44,21,24,9,48,5
Group_37,Item_21,44,31,39,39,40,12,49,41,14,6,36
Group_37,Item_22,175,43,23,47,12,27,35,15,20,45,47
Group_37,Item_23,115,20,16,8,43,23,49,20,12,46,24
Group_37,Item_24,55,12,34,28,28,29,11,8,44,45,30
Group_37,Item_25,121,22,23,21,46,16,36,32,35,31,44
Group_37,Item_26,146,12,45,40,17,45,43,34,33,39,12
Group_37,Item_27,132,34,27,30,44,32,44,25,31,48,32
Group_37,Item_28,192,32,11,38,20,28,7,40,34,49,46
Group_37,Item_29,124,31,31,19,17,42,28,9,17,47,42
Group_37,Item_30,193,14,9,48,13,49,17,44,24,8,37
Group_38,Item_1,134,18,20,30,39,44,23,29,23,16,30
Group_38,Item_2,189,30,22,40,8,33,42,37,31,10,9
Group_38,Item_3,31,49,33,35,16,26,35,36,6,49,26
Group_38,Item_4,164,6,6,33,31,45,34,36,37,33,19
Group_38,Item_5,98,35,47,19,30,37,41,11,47,48,15
Group_38,Item_6,182,33,13,32,12,29,47,24,28,41,40
Group_38,Item_7,11,45,26,13,23,20,21,20,15,9,35
Group_38,Item_8,83,8,30,38,36,22,39,44,33,7,20
Group_38,Item_9,58,25,27,20,17,15,14,17,24,14,10
Group_38,Item_10,154,40,29,40,22,34,12,25,23,16,40
Group_38,Item_11,66,46,24,36,10,38,46,22,37,27,7
Group_38,Item_12,154,18,37,43,15,20,38,35,7,43,49
Group_38,Item_13,191,27,11,39,41,25,15,42,47,47,12
Group_38,Item_14,65,13,18,9,30,23,48,28,27,10,40
Group_38,Item_15,96,25,36,31,10,46,12,13,28,37,9
Group_38,Item_16,81,19,42,38,42,40,34,15,8,42,40
Group_38,Item_17,136,32,7,20,25,42,8,10,34,46,32
Group_38,Item_18,54,16,36,38,26,9,7,13,42,39,46
Group_38,Item_19,27,36,25,19,15,33,25,37,42,11,8
Group_38,Item_20,101,38,37,45,26,29,8,8,9,45,31
Group_38,Item_21,172,31,14,16,38,6,20,10,30,35,31
Group_38,Item_22,149,33,11,23,26,14,18,8,28,49,46
Group_38,Item_23,182,16,45,5,36,16,16,41,10,38,13
Group_38,Item_24,14,29,29,33,45,7,28,22,42,25,13
Group_38,Item_25,86,34,15,29,28,8,28,48,16,6,22
Group_38,Item_26,115,7,46,29,21,39,19,29,24,47,14
Group_38,Item_27,141,36,9,49,18,20,34,25,14,14,11
Group_38,Item_28,20,35,46,15,14,26,47,47,34,5,11
Group_38,Item_29,39,32,8,40,35,5,39,21,47,25,44
Group_38,Item_30,162,42,39,45,37,45,22,38,37,14,26
Group_39,Item_1,113,7,30,14,12,7,12,37,16,10,6
Group_39,Item_2,47,35,33,13,36,17,30,44,48,11,32
Group_39,Item_3,149,10,38,25,48,15,11,36,7,11,34
Group_39,Item_4,129,44,9,19,25,20,21,26,23,20,43
Group_39,Item_5,45,21,11,22,46,46,30,47,6,49,17
Group_39,Item_6,145,49,19,25,42,29,9,33,43,18,33
Group_39,Item_7,125,43,24,33,15,32,42,32,31,14,45
Group_39,Item_8,63,33,25,24,41,24,29,25,45,49,9
Group_39,Item_9,54,7,32,37,6,34,41,47,26,40,30
Group_39,Item_10,66,46,40,48,37,23,20,34,49,7,15
Group_39,Item_11,129,35,22,10,39,30,32,34,20,23,46
Group_39,Item_12,26,13,12,17,28,7,36,39,31,37,23
Group_39,Item_13,182,40,47,22,31,8,42,36,33,35,17
Group_39,Item_14,167,38,22,31,19,16,35,15,33,15,45
Group_39,Item_15,23,42,46,36,26,27,43,25,41,20,45
Group_39,Item_16,110,39,47,6,34,14,29,44,22,49,7
Group_39,Item_17,26,21,44,30,21,46,15,5,29,19,47
Group_39,Item_18,125,47,28,44,13,19,43,19,34,46,49
Group_39,Item_19,88,21,49,48,17,25,14,15,5,24,44
Group_39,Item_20,18,35,42,44,12,36,28,31,11,6,24
Group_39,Item_21,139,7,13,27,46,37,18,49,12,38,36
Group_39,Item_22,28,33,32,49,8,44,14,14,14,37,24
Group_39,Item_23,67,38,27,35,12,47,23,41,45,30,44
Group_39,Item_24,115,28,6,23,45,44,40,45,18,37,13
Group_39,Item_25,104,19,21,47,20,42,12,27,47,41,10
Group_39,Item_26,97,12,44,14,33,47,44,33,5,25,7
Group_39,Item_27,129,19,15,27,11,24,21,7,48,15,8
Group_39,Item_28,136,47,36,5,7,40,48,34,8,16,41
Group_39,Item_29,124,6,26,13,8,6,9,20,45,46,10
Group_39,Item_30,153,9,35,7,12,6,30,9,12,43,12
Group_40,Item_1,185,9,19,48,34,29,35,31,10,38,19
Group_40,Item_2,41,18,9,39,6,10,9,34,32,49,37
Group_40,Item_3,171,34,39,48,14,9,25,12,21,37,25
Group_40,Item_4,60,15,13,33,32,41,27,23,44,16,10
Group_40,Item_5,124,47,35,23,49,24,20,27,41,43,17
Group_40,Item_6,177,40,9,48,37,14,34,26,33,40,5
Group_40,Item_7,56,39,12,34,33,33,10,47,40,46,8
Group_40,Item_8,159,48,37,41,30,22,13,6,35,26,16
Group_40,Item_9,52,30,37,8,10,48,21,30,29,41,46
Group_40,Item_10,22,26,37,10,29,26,6,22,24,11,5
Group_40,Item_11,179,42,17,18,15,37,7,20,37,5,25
Group_40,Item_12,42,24,17,7,14,35,32,21,46,43,42
Group_40,Item_13,148,32,9,11,40,18,24,41,36,14,40
Group_40,Item_14,112,36,42,32,21,48,10,41,7,27,43
Group_40,Item_15,31,45,28,49,48,33,42,6,32,43,7
Group_40,Item_16,193,35,25,26,19,12,45,9,29,22,29
Group_40,Item_17,160,33,45,5,6,37,27,9,26,36,8
Group_40,Item_18,178,47,42,47,12,28,9,30,47,37,7
Group_40,Item_19,189,20,25,37,11,18,44,49,46,49,31
Group_40,Item_20,161,36,31,25,41,13,37,32,8,11,26
Group_40,Item_21,192,43,26,9,11,36,29,28,8,37,12
Group_40,Item_22,83,14,20,32,39,47,27,33,23,37,19
Group_40,Item_23,39,8,43,40,21,20,22,30,46,25,47
Group_40,Item_24,189,46,44,5,33,20,10,32,10,24,8
Group_40,Item_25,154,27,40,22,41,31,33,24,10,33,7
Group_40,Item_26,119,19,34,13,12,6,48,23,31,35,38
Group_40,Item_27,93,8,29,26,44,7,46,38,38,20,41
Group_40,Item_28,106,26,33,43,33,32,46,29,6,16,11
Group_40,Item_29,191,23,27,8,39,35,49,16,40,8,21
Group_40,Item_30,171,49,22,47,28,27,25,17,7,8,35
Group_41,Item_1,170,47,16,38,33,49,6,36,22,21,41
Group_41,Item_2,13,33,41,17,49,32,16,6,8,14,44
Group_41,Item_3,53,47,38,15,27,43,43,41,45,30,12
Group_41,Item_4,178,23,46,16,7,12,34,46,13,28,41
Group_41,Item_5,179,8,24,31,41,44,40,12,30,44,10
Group_41,Item_6,135,33,26,7,17,19,23,5,22,28,10
Group_41,Item_7,188,9,21,43,27,5,20,20,23,40,12
Group_41,Item_8,81,37,6,39,24,31,17,33,32,39,20
Group_41,Item_9,189,33,23,7,41,34,32,5,18,21,29
Group_41,Item_10,30,24,29,32,21,7,33,22,14,24,7
Group_41,Item_11,186,45,25,9,40,49,16,7,33,46,6
Group_41,Item_12,96,25,14,17,33,24,16,7,31,28,39
Group_41,Item_13,66,10,38,14,23,9,41,28,20,43,31
Group_41,Item_14,76,10,18,25,18,46,39,45,10,40,20
Group_41,Item_15,129,18,39,36,20,8,47,25,16,9,12
Group_41,Item_16,55,33,19,41,39,7,44,48,38,7,46
Group_41,Item_17,116,47,39,42,25,34,15,36,28,21,35
Group_41,Item_18,116,14,12,30,30,36,42,20,15,37,9
Group_41,Item_19,126,6,30,44,21,17,28,43,22,36,25
Group_41,Item_20,49,11,16,11,40,36,46,10,23,43,38
Group_41,Item_21,156,33,9,5,15,20,42,15,31,32,10
Group_41,Item_22,41,44,26,7,29,5,43,24,9,14,19
Group_41,Item_23,104,40,41,48,14,37,35,22,26,37,32
Group_41,Item_24,124,47,16,7,13,11,45,36,25,29,32
Group_41,Item_25,16,9,41,18,37,15,43,37,25,30,41
Group_41,Item_26,198,39,18,43,17,16,36,48,47,12,22
Group_41,Item_27,61,29,20,37,33,33,35,15,13,20,46
Group_41,Item_28,90,11,7,45,12,34,34,18,40,39,21
Group_41,Item_29,178,27,16,19,41,19,15,40,37,33,14
Group_41,Item_30,181,15,12,33,17,17,8,14,44,32,36
Group_42,Item_1,138,14,48,16,11,39,7,38,8,33,12
Group_42,Item_2,177,34,28,8,48,26,34,11,29,28,21
Group_42,Item_3,33,16,45,38,39,7,14,9,16,47,16
Group_42,Item_4,177,13,8,25,14,41,27,44,14,11,17
Group_42,Item_5,113,21,34,46,19,49,11,46,5,31,11
Group_42,Item_6,42,16,34,41,10,13,41,18,11,46,17
Group_42,Item_7,186,36,31,35,12,7,10,48,15,37,5
Group_42,Item_8,30,6,18,25,25,26,24,15,25,37,49
Group_42,Item_9,40,34,11,36,40,45,23,8,30,34,15
Group_42,Item_10,197,39,10,5,22,26,29,34,21,24,46
Group_42,Item_11,142,25,45,31,49,35,42,6,38,45,48
Group_42,Item_12,93,18,14,38,28,12,20,10,12,20,46
Group_42,Item_13,43,40,48,9,6,47,26,9,23,45,34
Group_42,Item_14,115,5,32,30,41,18,11,22,25,7,46
Group_42,Item_15,188,24,37,48,20,34,24,45,31,29,16
Group_42,Item_16,68,20,41,22,34,38,47,33,6,24,24
Group_42,Item_17,29,40,49,25,15,41,35,48,46,38,27
Group_42,Item_18,41,45,38,38,13,27,31,29,32,12,18
Group_42,Item_19,178,16,22,21,19,38,46,37,10,20,28
Group_42,Item_20,161,16,31,13,10,26,14,30,44,15,23
Group_42,Item_21,131,13,22,39,14,22,21,6,40,23,47
Group_42,Item_22,143,8,26,18,43,25,45,21,12,23,30
Group_42,Item_23,161,25,41,34,31,6,46,31,48,38,32
Group_42,Item_24,137,19,10,41,22,28,6,15,46,15,30
Group_42,Item_25,11,23,48,28,16,11,11,42,47,45,10
Group_42,Item_26,14,19,30,24,25,17,26,8,13,34,11
Group_42,Item_27,178,6,47,16,35,46,11,12,34,38,27
Group_42,Item_28,11,36,47,46,27,35,28,7,5,12,47
Group_42,Item_29,28,26,38,16,25,14,36,38,32,8,37
Group_42,Item_30,26,17,30,25,33,47,18,43,41,46,16
Group_43,Item_1,81,34,23,37,25,13,45,19,17,49,43
Group_43,Item_2,32,16,23,26,27,27,27,9,14,7,12
Group_43,Item_3,28,26,37,35,17,46,32,28,26,15,6
Group_43,Item_4,44,17,13,13,20,38,35,24,25,42,32
Group_43,Item_5,63,15,21,13,29,22,42,39,34,47,30
Group_43,Item_6,11,39,29,37,31,35,49,44,48,43,33
Group_43,Item_7,74,47,12,47,18,5,6,49,15,24,25
Group_43,Item_8,119,18,39,38,37,34,40,6,12,46,44
Group_43,Item_9,18,9,16,6,8,8,8,34,19,21,29
Group_43,Item_10,95,38,14,17,5,20,46,12,43,11,8
Group_43,Item_11,152,49,48,22,6,32,30,7,41,47,7
Group_43,Item_12,191,32,5,26,41,41,5,10,13,35,25
Group_43,Item_13,28,20,49,42,35,31,45,25,40,49,49
Group_43,Item_14,27,48,13,15,26,37,13,31,33,6,21
Group_43,Item_15,128,48,45,17,21,42,21,47,33,46,33
Group_43,Item_16,117,32,40,34,37,46,46,6,20,11,43
Group_43,Item_17,78,21,37,35,25,5,30,8,7,26,15
Group_43,Item_18,155,37,44,14,38,10,11,42,11,47,32
Group_43,Item_19,177,44,5,40,27,23,37,34,7,22,34
Group_43,Item_20,136,21,32,31,12,26,31,48,21,36,43
Group_43,Item_21,54,44,25,49,32,41,9,10,46,38,19
Group_43,Item_22,166,15,24,49,45,6,30,22,38,49,10
Group_43,Item_23,109,40,24,34,49,13,31,29,18,29,27
Group_43,Item_24,163,38,15,35,5,24,37,5,6,48,21
Group_43,Item_25,197,32,38,22,44,6,16,7,46,14,12
Group_43,Item_26,69,42,9,45,5,43,25,11,37,35,15
Group_43,Item_27,52,18,40,29,11,40,16,35,12,42,35
Group_43,Item_28,136,39,26,26,35,40,19,39,21,20,24
Group_43,Item_29,39,37,39,29,5,11,32,26,36,16,31
Group_43,Item_30,46,11,7,23,36,30,32,18,45,46,48
Group_44,Item_1,154,24,47,49,29,5,12,17,44,19,7
Group_44,Item_2,93,38,21,35,45,40,12,14,8,35,28
Group_44,Item_3,126,12,42,33,21,39,31,43,15,10,43
Group_44,Item_4,49,8,34,49,23,9,7,29,21,11,39
Group_44,Item_5,46,44,42,20,39,39,6,10,16,32,20
Group_44,Item_6,61,11,39,9,5,34,26,8,41,23,29
Group_44,Item_7,23,6,17,23,19,19,19,36,12,32,11
Group_44,Item_8,134,42,14,39,38,36,5,21,10,22,44
Group_44,Item_9,105,20,21,46,10,15,26,29,17,16,24
Group_44,Item_10,45,42,42,32,48,30,16,29,11,15,40
Group_44,Item_11,90,16,33,27,19,23,33,6,21,8,41
Group_44,Item_12,81,16,30,23,28,27,42,22,14,26,9
Group_44,Item_13,77,29,25,30,30,30,41,25,47,45,18
